Folio,Grado,Sexo,Edad,Autoconsciencia1,Autoconsciencia2,Autoconsciencia3,Eficacia1,Eficacia2,Eficacia3,Persistencia1,Persistencia2,Persistencia3,ApoyoEscuela1,ApoyoEscuela2,ApoyoEscuela3,CoherenciaFam1,CoherenciaFam2,CoherenciaFam3,Compañerismo1,Compañerismo2,Compañerismo3,RegulaciónEmo1,RegulaciónEmo2,RegulaciónEmo3,Empatía1,Empatía2,Empatía3,ControlConducta1,ControlConducta2,ControlConducta3,Optimismo1,Optimismo2,Optimismo3,Entusiasmo1,Entusiasmo2,Entusiasmo3,Gratitud1,Gratitud2,Gratitud3,Gratitud4
1,3,1,16,2,3,4,4,3,3,2,1,1,3,4,3,4,3,4,4,4,4,3,3,3,4,3,2,4,3,2,3,3,4,4,3,3,2,3,4,3
2,3,2,15,3,4,3,3,3,3,3,3,3,4,4,4,4,3,3,3,2,3,3,3,2,4,3,3,4,3,2,4,3,4,4,3,4,4,4,4,3
3,3,2,15,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,3,1,15,4,3,4,4,2,3,3,3,2,3,2,3,4,4,4,1,1,1,4,3,3,3,3,3,4,4,3,4,4,4,5,4,5,3,4,5,4
5,3,1,15,2,3,3,3,2,4,2,1,3,3,2,3,2,1,2,4,4,4,3,3,3,3,3,3,2,2,2,4,3,3,4,4,3,2,3,3,3
6,3,2,15,4,4,3,4,3,4,3,2,3,4,4,4,2,3,2,3,3,3,4,4,3,4,4,3,4,4,3,2,2,3,4,4,3,3,2,3,3
7,3,1,16,3,4,3,4,4,3,3,2,3,4,4,3,4,4,3,3,3,3,3,3,2,3,2,3,4,3,3,4,4,4,4,4,4,4,4,4,4
8,3,1,16,3,4,3,4,3,2,3,2,4,3,4,3,4,4,4,3,3,2,4,4,3,3,3,4,4,4,3,4,4,4,4,4,5,4,4,5,4
9,3,1,16,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,5,5,4,5,5,5
10,3,1,15,3,3,2,4,3,3,4,3,2,3,3,3,4,4,3,2,3,2,3,3,3,3,3,2,3,3,4,3,3,4,3,2,3,3,4,4,3
11,3,2,15,3,4,3,,3,2,1,2,3,2,2,4,4,2,4,4,3,3,2,2,4,4,3,4,4,4,3,3,4,4,4,5,5,5,5,5,4
12,3,1,15,3,3,3,4,3,2,4,4,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,3,2,3,3,4,4,3,3,3,3,3,3,3
13,3,1,15,3,4,3,4,3,2,2,3,3,4,2,4,4,4,4,3,3,3,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,5,4
14,3,2,16,2,3,2,4,2,2,3,4,4,3,2,3,3,3,3,3,1,1,3,4,3,3,3,2,4,3,3,4,4,4,4,3,3,3,2,4,4
15,3,2,16,3,4,3,4,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,4,3,3,4,4,3,4,3,3,3,4,4,3,4,4,3,3,4
16,3,2,15,2,2,3,3,2,3,2,3,1,2,3,,1,1,4,1,1,1,2,2,3,1,1,3,4,4,1,3,3,2,1,1,1,1,3,1,1
17,3,1,15,3,4,3,4,4,4,4,3,3,3,4,4,4,4,4,3,3,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,5,5,5
18,3,2,15,3,3,2,4,2,3,3,3,2,4,4,4,4,4,3,2,3,3,2,2,2,4,2,3,3,2,2,3,3,2,3,3,4,3,4,4,3
19,3,1,16,3,2,1,2,3,3,1,2,1,4,2,2,2,3,3,1,1,1,2,2,2,2,3,3,3,2,3,2,2,3,3,1,2,2,3,2,3
20,3,2,16,3,3,4,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,5,4,5,5,4,4,4
21,2,2,16,3,4,3,2,3,3,3,2,3,4,3,3,3,3,4,4,4,4,4,3,3,4,,3,4,4,4,4,3,2,2,2,2,3,3,3,4
22,3,2,16,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,1,2,2,3,2,3,2,3,3,3,3,2,3,3,3,2,2,3,3,3,4,4
23,2,2,14,3,3,3,4,4,4,3,3,3,4,4,3,4,3,4,4,4,4,3,2,2,2,3,4,4,4,3,2,4,4,2,3,2,2,2,3,2
24,2,2,14,3,3,4,4,3,3,3,2,2,3,4,4,3,2,3,1,2,2,3,4,3,3,2,3,2,3,2,2,3,4,4,4,4,4,3,4,4
25,2,1,14,4,2,3,4,3,,3,4,3,4,4,4,2,3,,3,4,3,4,3,4,3,3,3,2,2,3,4,3,3,5,5,5,,5,5,5
26,1,1,13,2,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,5
27,1,2,13,1,2,3,4,4,2,2,2,4,4,3,4,2,3,2,2,4,1,4,1,2,2,3,2,4,2,2,4,4,1,,2,3,2,1,3,3
28,1,1,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,5
29,1,2,13,2,3,2,4,1,4,1,4,2,4,4,4,4,,3,1,1,3,4,2,3,4,2,3,3,2,1,3,4,4,3,2,3,3,3,4,4
30,1,1,15,4,3,4,4,4,3,3,3,3,3,4,4,4,3,3,4,4,4,4,4,3,2,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5
31,1,1,13,3,3,4,4,4,3,3,2,3,3,4,4,4,4,4,2,3,4,,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4
32,1,1,13,3,2,3,4,3,2,3,4,4,4,4,4,4,3,2,1,3,3,2,2,3,4,4,3,3,4,2,3,4,4,4,5,5,4,3,4,3
33,1,1,13,4,3,3,2,3,4,2,1,1,1,1,2,3,4,1,3,1,2,4,2,1,1,3,4,2,1,3,4,3,3,3,2,2,3,2,2,1
34,1,2,13,3,2,4,4,3,4,4,3,3,4,4,4,4,3,3,2,2,2,4,4,3,4,4,4,3,1,4,2,2,4,4,3,2,4,4,4,4
35,1,2,13,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,5,4,4,4,4,5,4
36,1,2,14,4,4,4,4,3,,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,3,4,4,4,5,5,5,5,3,5,5
37,1,2,13,4,3,3,4,4,4,3,2,2,4,4,,3,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4
38,1,1,13,4,3,4,,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,,3,4,4,3,3,4,3,4,4,4,5,5,5,5,4,5,4
39,1,2,13,1,3,2,4,3,2,4,3,2,4,4,4,4,4,4,4,4,4,3,1,3,4,4,4,4,4,4,4,4,4,5,5,5,3,3,3,4
40,1,1,13,4,3,4,4,3,3,4,4,4,4,4,4,4,4,3,1,3,4,4,4,3,4,4,4,3,4,4,3,1,4,2,4,3,4,5,4,4
41,1,2,13,3,3,3,4,4,4,3,3,4,3,2,1,4,4,4,1,4,4,3,4,3,4,3,2,3,4,4,3,4,4,3,1,2,3,3,5,4
42,1,2,13,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4
43,1,1,13,2,3,3,4,2,2,3,3,2,4,4,3,3,3,3,4,3,3,3,3,2,2,3,2,2,3,2,3,2,3,3,3,3,4,2,2,4
44,1,1,13,2,3,3,1,3,1,2,1,1,3,4,2,1,2,3,1,1,1,3,3,4,2,2,2,2,2,1,2,2,2,5,5,3,3,3,2,2
45,1,2,13,3,4,2,4,3,2,2,2,3,4,4,4,3,3,3,4,3,4,3,3,2,3,4,4,4,3,2,4,3,4,4,5,4,4,4,3,4
46,1,1,13,3,4,4,4,4,4,1,2,3,4,4,4,4,4,4,4,4,4,2,3,2,3,4,2,4,3,3,4,4,4,4,4,4,4,4,4,4
47,1,1,14,4,4,3,4,3,3,4,4,3,4,4,4,3,3,3,2,1,3,4,3,3,4,3,4,4,1,2,4,4,4,3,3,3,3,2,5,5
48,1,1,13,4,3,,4,4,2,4,2,3,4,4,3,3,4,4,1,4,4,3,3,2,4,4,4,4,2,2,4,4,4,5,5,5,5,4,3,3
49,1,2,13,3,4,2,4,4,3,,2,2,3,4,4,4,4,3,3,4,4,3,3,2,3,4,3,3,2,2,4,4,4,3,5,3,4,2,2,3
50,1,2,13,3,3,3,,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,5,5,3,5,4,1,4
51,1,2,13,4,4,3,4,4,4,3,3,3,4,4,4,4,4,3,4,3,4,4,3,3,3,4,3,4,3,3,4,4,4,4,4,5,4,4,4,4
52,1,2,13,2,4,4,4,3,4,1,3,4,4,1,2,4,4,3,2,2,4,3,4,3,4,3,4,2,4,3,1,3,2,2,2,3,3,3,4,3
53,1,2,14,3,3,2,4,3,3,2,1,4,3,2,2,2,2,4,4,4,3,2,1,3,4,4,4,3,3,2,3,3,3,4,4,,3,4,4,4
54,1,2,13,3,4,3,3,4,3,2,2,3,3,4,4,4,3,2,4,3,3,2,3,1,4,3,3,2,3,4,3,3,3,3,4,3,3,2,3,3
55,1,2,13,3,4,3,4,4,4,2,3,3,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,4,5,5,5,5,5,5,5,5
56,1,1,14,4,4,4,4,2,3,3,4,4,4,3,4,3,3,2,1,3,3,2,3,2,4,4,3,3,3,4,4,4,4,3,3,4,4,2,5,3
57,1,1,14,3,2,1,3,2,4,2,4,,4,2,3,2,4,1,2,3,3,3,4,3,1,3,4,1,3,2,1,1,1,1,2,2,1,3,5,3
58,1,1,13,3,3,,4,,2,4,3,4,4,4,3,2,1,3,4,3,4,2,4,3,4,3,3,4,3,1,4,3,3,5,4,,2,1,2,1
59,1,2,14,2,3,3,4,4,4,3,2,3,4,4,4,4,2,2,4,4,4,4,4,2,4,4,4,,4,4,4,3,3,4,4,3,3,4,4,3
60,1,1,13,3,3,3,4,3,3,3,4,3,3,4,4,4,3,3,1,2,1,3,3,3,3,4,3,3,3,3,3,3,3,4,4,4,3,3,4,3
61,1,1,14,3,3,4,4,3,3,4,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,3,3,3,3,3
62,1,1,13,2,2,3,3,3,2,2,2,1,3,3,2,3,4,4,4,1,3,3,3,4,3,2,2,2,3,2,3,1,4,3,2,4,4,4,4,3
63,1,2,13,4,4,3,3,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,4,4,3,4,3,3,4,5,5,4
64,1,2,13,3,2,2,3,3,3,4,4,2,3,3,4,4,4,2,1,1,1,3,2,3,4,3,3,3,2,2,4,3,4,4,3,5,4,4,4,5
65,1,2,13,3,4,4,4,3,4,3,2,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4
66,1,1,13,4,3,4,3,4,3,4,3,2,4,3,4,4,3,4,4,4,4,3,4,3,4,4,3,2,1,3,4,3,4,5,,4,4,5,4,5
67,1,1,14,4,3,4,4,3,3,4,4,4,4,4,4,,3,4,3,4,4,4,3,4,4,3,2,4,3,3,4,4,3,4,5,3,5,4,5,4
68,1,2,14,3,3,4,4,4,4,3,2,4,4,1,4,4,3,4,4,4,4,4,4,2,2,4,4,4,4,4,3,4,4,5,5,5,4,5,5,4
69,1,1,13,2,3,1,4,3,1,3,2,3,4,1,2,3,2,1,4,4,2,3,1,4,3,2,1,3,3,4,2,1,3,2,5,4,2,2,2,2
70,1,1,13,3,2,2,4,4,2,1,3,3,3,4,3,3,2,2,4,4,3,3,3,3,2,4,3,4,4,4,3,3,4,5,5,4,4,4,5,5
71,1,2,14,3,3,3,4,4,2,2,2,3,3,2,2,4,3,4,1,1,2,4,4,4,2,2,2,4,3,3,3,4,4,4,4,4,4,5,4,4
72,1,1,13,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,3,3,4,4,4,3,3,3,2,2,1,3,4,4,3,4,4,4,3,4,4,3
73,1,1,13,3,3,3,4,4,1,3,3,4,3,3,2,4,4,4,3,3,3,1,4,3,1,1,3,3,2,4,4,3,4,4,3,5,3,3,3,3
74,1,2,13,4,4,3,,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,2,3,2,2,3,3,3,4,4,4,4,4,5,4
75,1,2,14,2,3,2,4,2,4,1,1,2,2,3,3,4,4,4,4,4,4,3,4,2,4,3,3,4,3,2,3,3,2,2,2,1,2,1,3,3
76,1,1,13,2,3,3,3,,2,3,,2,3,3,3,3,3,3,3,3,,3,2,2,2,2,3,4,2,1,2,1,1,1,2,2,2,2,2,1
77,1,2,14,3,2,3,4,4,4,3,4,3,3,4,2,4,2,4,3,3,3,3,4,4,3,4,3,4,1,4,4,4,4,5,4,4,4,4,4,4
79,1,1,14,3,4,4,4,4,,3,3,4,,4,4,4,,4,3,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,5,4,5,5,5,4
80,1,1,13,3,3,4,4,3,3,2,3,4,4,3,4,3,4,4,3,3,4,3,3,4,3,4,3,4,4,3,,3,,4,3,3,3,3,4,3
81,1,2,13,4,4,3,4,4,4,2,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4
82,1,1,14,3,4,3,4,3,4,3,3,3,4,4,4,4,3,4,3,2,4,4,3,,2,3,3,3,2,2,4,4,4,4,,5,4,5,5,4
83,1,1,13,3,3,4,3,2,2,2,1,3,4,1,1,4,3,3,1,1,1,3,3,3,4,3,3,2,2,2,4,4,4,3,3,3,3,4,5,3
84,1,1,13,4,4,2,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,3,2,4,4,4,4,3,4,3,4,4,4,3,2,3,4,4,5,5
85,1,1,14,4,4,3,4,3,4,2,3,4,3,3,3,2,2,2,4,4,4,3,3,4,3,3,3,4,4,3,4,4,4,4,4,4,4,5,4,2
86,1,1,13,3,3,3,4,1,4,3,4,3,4,4,4,4,4,4,4,3,4,3,4,3,4,4,3,3,3,4,3,1,3,4,5,3,2,4,4,2
87,1,1,13,3,4,2,4,3,4,2,2,2,4,4,1,4,4,3,2,3,4,3,2,2,4,3,2,2,3,1,4,4,4,3,1,1,1,3,2,3
88,1,1,13,4,3,2,4,4,4,2,4,3,4,4,2,3,2,3,4,4,4,2,3,1,4,4,4,2,1,1,4,3,4,4,5,4,3,3,4,4
89,1,2,13,3,4,3,4,4,3,1,1,3,1,2,2,3,4,4,1,1,1,2,2,2,2,3,1,4,3,1,2,3,4,3,3,3,3,3,4,1
90,1,2,14,3,3,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,2,3,4,3,2,4,4,5,4,3,5,4
91,1,2,13,2,3,3,4,3,3,2,3,2,3,4,2,3,4,4,3,4,4,3,2,2,4,3,3,2,2,4,3,4,4,4,3,4,3,4,4,3
92,1,2,13,3,3,2,4,4,4,1,3,3,4,4,4,4,4,4,3,3,4,3,4,4,3,4,3,4,4,3,4,4,4,4,3,5,3,3,4,3
93,1,1,13,3,3,3,4,3,2,1,4,2,4,1,2,2,2,3,4,2,2,2,1,2,4,4,4,1,2,1,2,1,2,2,1,1,3,2,1,2
94,1,1,14,2,4,3,4,2,2,3,3,4,2,1,3,3,3,4,2,2,2,3,3,2,1,1,2,2,3,2,2,2,2,4,4,3,3,4,3,3
95,1,2,14,3,2,3,4,3,2,2,3,4,4,4,3,4,3,3,4,4,4,3,4,3,4,3,3,2,2,3,4,4,4,4,4,3,4,3,4,2
96,1,2,13,4,4,3,4,2,3,1,3,4,4,4,4,3,4,4,4,4,4,4,4,,3,1,3,3,1,3,4,3,4,3,3,4,3,4,3,4
97,1,2,14,3,2,3,4,2,2,1,3,2,3,3,2,4,3,4,3,4,4,3,2,3,2,2,2,3,2,1,3,2,4,3,3,2,3,4,5,4
98,1,1,13,2,1,3,4,4,4,2,3,4,2,4,4,4,2,4,2,4,4,2,4,2,3,2,1,4,2,4,2,4,2,2,2,3,4,3,2,3
99,1,2,13,3,3,2,3,2,2,4,3,1,4,4,2,4,4,4,4,4,4,3,4,3,2,3,2,3,3,4,4,3,4,3,3,3,3,4,4,4
100,1,2,13,4,4,4,4,3,4,3,3,2,4,4,4,3,4,3,3,4,4,4,4,3,2,4,3,4,4,4,4,4,4,2,2,4,3,2,2,2
101,1,1,14,4,4,4,4,3,2,1,4,2,3,4,3,4,3,2,4,2,1,3,4,4,2,4,3,4,4,2,3,4,4,3,2,3,4,4,4,3
102,1,1,14,3,3,2,3,3,2,3,2,3,3,4,3,2,3,4,2,2,3,3,2,2,3,2,2,3,2,3,4,4,3,4,3,3,3,4,3,3
103,1,1,13,3,3,2,3,3,3,3,3,3,,4,2,4,4,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,2,1,1,1
104,1,2,13,3,4,3,4,2,2,2,3,4,4,3,4,4,3,3,3,4,4,3,4,2,3,4,4,4,4,3,4,4,4,4,4,3,3,5,3,4
105,1,1,13,3,3,3,4,4,4,4,3,3,4,3,,4,3,4,3,3,3,4,,2,4,3,4,3,2,3,4,4,4,5,4,3,4,5,4,3
106,1,1,14,3,3,3,4,4,3,2,3,3,4,2,3,4,3,4,1,2,3,3,3,4,4,4,4,3,4,2,3,4,4,4,4,3,3,2,4,3
107,1,1,13,3,4,4,3,4,3,3,3,3,4,4,3,4,4,4,3,3,3,4,3,3,3,4,3,4,4,4,4,3,4,4,4,4,4,5,5,4
108,1,2,14,3,3,3,4,3,3,3,4,2,4,4,4,3,3,4,4,4,4,3,3,3,3,3,4,3,4,2,4,4,4,4,4,4,4,3,4,3
109,1,2,13,3,4,4,4,3,4,4,4,4,4,3,4,3,4,3,4,4,4,3,3,3,4,3,3,4,3,3,4,4,4,4,4,3,3,4,3,4
110,1,1,13,3,4,4,4,3,3,3,4,4,4,3,4,3,4,4,3,2,2,3,3,3,2,2,2,3,3,1,4,3,,3,3,3,3,3,3,3
111,1,1,13,1,3,2,3,2,2,2,1,1,3,2,3,2,2,3,4,4,4,1,2,2,3,3,3,2,2,2,3,2,4,2,3,1,2,1,2,3
112,1,1,13,2,2,2,2,3,4,2,2,2,3,2,4,4,4,4,2,2,3,2,2,3,3,2,3,4,2,3,2,2,4,5,3,4,4,4,4,3
113,1,1,13,3,4,2,3,4,3,2,4,3,3,1,2,4,3,4,2,3,2,3,3,1,4,3,2,4,3,2,4,4,4,5,5,5,4,4,3,5
114,1,2,13,3,4,3,4,4,4,2,2,2,4,1,2,3,2,3,3,4,4,3,4,2,4,4,4,4,4,2,4,4,4,5,4,5,4,4,4,4
115,1,2,13,4,4,3,4,3,4,2,4,3,4,4,4,4,4,3,4,4,4,3,3,2,4,3,4,4,1,4,4,4,4,4,3,3,5,5,5,3
116,1,1,13,3,3,4,4,3,2,1,2,3,3,1,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,4,3,3,5,4,4,3,4,4,4
117,1,1,13,2,3,2,3,3,3,1,2,2,3,3,3,3,3,3,2,3,4,3,3,3,4,4,3,4,3,3,4,4,4,4,4,4,4,3,4,4
118,1,2,13,4,3,3,4,3,4,3,3,4,,3,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,5,5,5,4,4,5,5
119,1,1,14,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,3,2,4,4,4,3,3,2,2,4,4,3,4,4,4,5,4,5,5,4,3,4
120,1,2,13,3,4,3,4,2,2,2,2,3,4,3,3,4,4,4,4,4,4,3,3,2,4,4,4,2,3,3,4,4,4,4,4,4,4,3,4,4
121,1,1,14,4,3,4,4,4,4,3,3,2,4,4,4,4,4,4,4,4,4,3,3,1,1,3,3,2,3,3,4,4,4,5,5,5,5,5,5,4
122,1,1,13,3,3,4,2,4,4,4,3,4,4,4,4,4,4,4,4,4,,4,3,4,3,4,4,4,4,4,3,4,3,3,4,5,3,2,5,4
123,1,1,13,4,3,2,3,4,4,2,3,3,2,4,1,2,3,2,1,4,3,3,3,4,2,3,1,4,3,2,4,2,3,3,4,2,2,4,3,2
124,1,2,13,3,4,3,4,2,2,3,2,3,4,4,4,2,4,2,4,4,4,3,2,2,4,4,3,4,3,2,4,3,4,5,4,4,5,3,2,4
125,1,1,13,3,4,3,4,2,2,2,2,2,3,2,3,2,2,3,2,3,2,3,2,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,4,4
126,1,2,13,2,2,3,4,3,4,1,3,1,4,4,3,4,3,4,4,4,4,3,4,3,2,4,3,2,3,1,2,4,4,1,1,1,2,1,1,4
127,1,2,13,3,4,2,4,2,3,2,3,2,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,2,2,4,3,4,3,3,3,2,4,4,4
128,1,2,14,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,3,4,3,4,3,3,3
129,1,2,14,3,4,2,4,2,3,1,3,2,4,4,4,3,4,3,3,2,4,3,3,3,3,3,3,2,3,3,2,4,4,3,4,2,1,1,2,1
130,1,2,13,2,,3,4,4,4,2,3,3,4,4,4,4,4,3,4,4,4,3,4,1,4,3,2,4,4,2,4,4,4,4,3,2,3,2,3,3
131,1,2,13,3,4,4,4,2,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,3,4,4,3,3,3,4,4,3,5,4
132,1,1,13,3,2,2,4,4,2,4,2,2,4,4,4,3,3,2,2,2,3,3,4,3,4,3,3,4,4,4,3,3,4,5,5,4,4,4,5,5
133,1,1,13,2,2,4,2,2,2,1,2,1,2,3,1,3,1,4,1,1,2,3,3,3,3,3,3,2,2,1,4,3,1,3,3,3,3,3,3,3
134,1,1,13,3,3,3,3,2,3,2,3,4,4,4,3,3,3,3,4,4,3,3,3,3,4,3,3,2,3,2,2,1,3,3,3,2,2,3,3,3
135,1,1,14,3,4,4,4,3,3,1,2,1,4,4,3,3,3,4,4,4,4,3,3,2,3,3,3,2,3,3,4,4,4,4,4,5,5,5,4,4
136,1,1,13,3,2,1,2,3,4,1,4,3,3,4,2,3,4,3,4,2,3,2,2,1,4,4,3,3,2,2,3,2,3,3,5,5,5,5,5,5
137,1,1,13,3,4,2,1,2,3,4,1,2,3,4,3,2,1,1,2,3,1,2,3,4,3,2,1,1,2,3,1,2,3,2,1,2,3,4,5,4
138,1,1,13,3,4,4,4,4,3,2,3,2,4,3,4,3,3,3,4,4,4,4,4,3,4,4,4,3,3,4,4,4,3,5,5,4,5,4,4,4
139,1,1,13,3,3,3,4,4,3,1,2,4,4,3,4,3,3,3,4,4,4,3,2,4,3,4,3,2,3,2,4,4,4,5,4,5,5,4,5,5
140,1,2,13,3,4,4,4,4,3,4,4,4,4,4,4,,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,5,4,5,5,5,5,5
141,1,2,13,3,3,3,4,2,3,2,3,4,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,5,5
142,1,2,13,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,3,3,4,4,3,4,5
143,1,2,13,3,4,3,4,2,3,2,3,2,3,3,3,3,3,4,4,4,4,3,3,3,4,4,4,3,3,4,4,3,2,4,3,3,3,3,3,3
144,1,2,13,3,3,2,4,4,,2,3,4,4,4,4,3,2,3,4,4,4,3,4,3,4,4,4,3,3,2,4,4,2,4,3,3,3,4,5,2
145,1,1,13,3,3,4,4,4,3,3,3,3,4,4,3,4,4,3,4,3,4,3,3,3,4,4,4,3,3,4,4,3,4,4,4,3,3,4,4,4
146,1,1,13,3,2,4,4,2,3,2,4,3,4,4,4,4,4,3,4,3,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,5,4,4,4,4
147,1,1,13,3,2,3,2,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,2,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,2,3
149,3,1,15,4,4,3,3,4,2,4,2,3,3,2,3,4,3,4,3,4,3,3,3,3,2,1,2,3,2,3,3,4,4,4,5,4,3,4,5,3
150,3,2,16,3,3,4,4,4,4,3,2,2,3,1,3,4,4,4,4,4,4,3,4,3,4,3,4,3,4,3,3,3,3,4,4,5,4,3,4,4
151,3,2,16,3,4,2,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,2,,2,4,3,4,4,4,3,3,3,3,3,3,3
152,3,2,16,4,4,3,4,4,4,2,3,2,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5
153,2,1,15,4,3,1,3,1,2,1,1,4,3,1,2,2,2,2,2,4,1,4,4,3,1,4,4,3,3,1,2,4,2,2,,2,2,3,4,3
154,2,2,14,2,2,3,4,3,2,2,2,3,4,4,4,4,3,4,4,3,4,3,2,3,2,3,2,4,3,3,4,4,4,5,3,5,5,4,5,4
155,2,2,14,2,3,2,4,3,2,3,4,2,2,4,2,4,4,3,1,4,3,4,3,4,2,4,4,4,4,3,4,4,4,3,3,2,2,3,3,3
156,2,1,14,2,3,3,4,2,2,1,3,3,4,4,2,3,3,3,3,2,2,2,2,3,3,2,2,4,3,3,3,3,3,4,3,3,2,4,5,4
157,2,2,14,3,3,2,3,3,2,3,3,3,3,3,2,4,4,4,4,4,4,3,3,2,2,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3
158,2,1,15,1,4,3,4,3,1,2,1,4,4,3,1,2,1,3,4,2,4,4,4,1,1,3,1,3,2,1,3,4,4,3,3,3,3,3,3,3
159,2,2,14,3,4,4,4,2,4,3,3,4,4,4,4,3,4,2,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,5,4,5,4,5,5,5
160,2,1,15,3,3,3,4,4,2,3,3,4,4,1,2,2,3,3,3,4,4,3,3,2,3,4,3,4,3,1,3,3,4,3,4,3,3,5,4,3
161,2,1,14,4,4,4,4,3,4,4,4,3,3,4,4,4,3,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,4,5,4
162,2,2,14,3,2,2,4,2,2,2,3,3,4,4,3,3,3,2,3,3,3,2,3,4,4,3,3,3,4,3,4,3,4,3,3,4,4,3,4,4
163,2,2,15,3,3,3,3,2,2,3,2,4,4,3,4,3,3,2,2,3,3,2,2,2,3,3,2,2,3,3,3,4,4,4,4,4,4,4,4,4
164,2,2,13,3,2,3,2,3,3,2,2,2,3,2,2,3,3,3,1,2,2,3,3,2,2,3,2,3,2,3,4,4,4,4,4,4,3,3,3,3
165,2,1,16,3,3,4,4,3,3,2,2,2,3,4,1,3,3,,2,2,2,3,2,2,3,1,1,4,2,1,3,1,2,2,2,3,4,3,2,3
166,1,1,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5
167,1,2,13,2,4,2,3,4,2,3,3,4,2,2,4,4,3,1,2,3,4,3,3,2,1,2,2,3,3,4,4,3,3,2,2,3,3,4,4,5
168,1,2,15,3,4,2,4,3,4,4,3,3,4,4,4,4,1,4,4,1,4,4,3,4,4,3,3,4,4,3,4,4,4,,3,4,3,5,5,4
169,1,2,13,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,5,4,5,5,5
