"","Grado","Sexo","Edad","Autoconsciencia","Eficacia","Persistencia","ApoyoEscuela","CoherenciaFam","Compañerismo","RegulaciónEmo","Empatía","ControlConducta","Optimismo","Entusiasmo","Gratitud"
"1008",3,2,15,3.66666666666667,3,3,4,4,4,3.33333333333333,3.66666666666667,3,4,3.66666666666667,4.33333333333333
"1009",3,2,16,3,3.66666666666667,3,3.66666666666667,4,4,3.66666666666667,4,3.33333333333333,4,4,3.33333333333333
"1010",3,1,15,3.33333333333333,3.5,3,3.33333333333333,3,4,3.66666666666667,2.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.66666666666667
"1011",3,1,16,3.33333333333333,2.5,2.33333333333333,4,3.33333333333333,3.33333333333333,2.33333333333333,3.33333333333333,3.66666666666667,4,4.33333333333333,4.33333333333333
"1012",3,1,16,3.66666666666667,4,3.33333333333333,3,3.66666666666667,3.33333333333333,3.66666666666667,3,4,4,4.66666666666667,3.66666666666667
"1013",3,1,15,3.33333333333333,3.33333333333333,2.33333333333333,3,3.33333333333333,4,2.33333333333333,2.66666666666667,2.66666666666667,2.66666666666667,3,3.66666666666667
"1014",3,1,16,3,3.66666666666667,2,3,4,3,3,3,2.33333333333333,3,3,3.33333333333333
"1015",3,2,16,2.66666666666667,3.33333333333333,2.33333333333333,2.33333333333333,3.66666666666667,2.66666666666667,2.33333333333333,3,3,3.66666666666667,3.66666666666667,3.33333333333333
"1016",3,1,15,3.33333333333333,3,3.66666666666667,3.66666666666667,4,4,4,4,3,3.66666666666667,3.33333333333333,4.33333333333333
"1017",3,2,16,3.33333333333333,3.66666666666667,3.33333333333333,4,4,4,3.66666666666667,4,3.33333333333333,4,3.33333333333333,3.66666666666667
"1018",3,1,16,3.33333333333333,4,2.66666666666667,3,3.33333333333333,3,4,3.33333333333333,3.66666666666667,3.66666666666667,3,4
"1019",3,1,16,3,3,2,2.66666666666667,2.66666666666667,4,3.66666666666667,3,3.33333333333333,4,1.66666666666667,3.33333333333333
"1020",3,1,15,3.33333333333333,3.66666666666667,3.66666666666667,3.66666666666667,4,4,3.66666666666667,3.66666666666667,2.66666666666667,4,3,3.66666666666667
"1021",3,1,16,2.33333333333333,4,1.33333333333333,2.33333333333333,2,4,3,3.33333333333333,2.66666666666667,3.66666666666667,2.33333333333333,4
"1022",3,2,15,3,3.33333333333333,2.66666666666667,3.66666666666667,4,4,3.33333333333333,3.66666666666667,3,3.66666666666667,3,3.33333333333333
"1023",3,2,15,3.33333333333333,3.33333333333333,3.33333333333333,3.66666666666667,4,4,3,3,3.33333333333333,4,4,4.33333333333333
"1024",3,1,15,3.66666666666667,4,3,3.33333333333333,4,3.66666666666667,3.66666666666667,3,3.66666666666667,4,4,4.33333333333333
"1025",3,1,16,3,3.33333333333333,3,3.66666666666667,4,3,3,2.66666666666667,2.5,3.66666666666667,4,4
